ID_MAPA;kod_GUS;powiat;ID_GUS;jpt_kod_je;jpt_opis;stolica woj..;podregion (uk³ad 66);nr podregionu (do 66);podregion (uk³ad 72);nr podregionu (do 72);województwo;nr wojew;miasta_n_p_pow;odleg³oœæ;gminy_ogó³em  ;gminy_miejskie;gminy_wiejskie;gminy_miejsko-wiejskie;rok;XA02;XA03;XA04;XA05;XA06;XA17;XA19;XA20;XA21;XA28;XA30;XA31;XA40;XA41
285;6285519000;Powiat wêgorzewski;372;2819;829286;0;Podregion 55 - e³cki;55;Podregion 55 - e³cki;55;Warmiñsko-Mazurskie;28;County;97,64594588;3;0;2;1;2015;4359;1780;389;2190;24,6;22,0;4002;14855;4594;1719;3088,51;74,4;1066;0
286;6285461000;Powiat Elbl¹g;366;2861;829287;0;Podregion 54 - elbl¹ski;54;Podregion 54 - elbl¹ski;54;Warmiñsko-Mazurskie;28;City;110;0;0;0;0;2015;27497;467;9471;17559;12,9;174,5;20038;76605;24999;12552;3687,80;88,8;51573;0
287;6285662000;Powiat Olsztyn;380;2862;829288;1;Podregion 56 - olsztyñski;56;Podregion 56 - olsztyñski;56;Warmiñsko-Mazurskie;28;City;0;1;1;0;0;2015;64677;474;13974;50229;5,8;767,3;29013;109143;35288;23099;4104,05;98,9;107454;0
288;6285601000;Powiat bartoszycki;373;2801;829289;0;Podregion 56 - olsztyñski;56;Podregion 56 - olsztyñski;56;Warmiñsko-Mazurskie;28;County;59,09743532;6;2;2;2;2015;12872;4952;2444;5476;24,4;42,0;10566;37930;10882;4073;3314,71;79,9;10273;1220
289;6285402000;Powiat braniewski;360;2802;829290;0;Podregion 54 - elbl¹ski;54;Podregion 54 - elbl¹ski;54;Warmiñsko-Mazurskie;28;County;68,04106526;7;1;4;2;2015;8171;2835;1141;4195;27,2;65,9;7517;27549;7142;3052;3241,42;78,1;9045;0
290;6285403000;Powiat dzia³dowski;361;2803;829291;0;Podregion 54 - elbl¹ski;54;Podregion 54 - elbl¹ski;54;Warmiñsko-Mazurskie;28;County;65,02953538;6;1;4;1;2015;15472;3936;5462;6074;20,8;315,3;13148;41892;11073;4151;3180,05;76,6;8399;220
291;4326301000;Powiat bia³ogardzki;254;3201;829292;0;Podregion 63 - koszaliñski;63;Podregion 63 - koszaliñski;63;Zachodniopomorskie;32;County;114,6382824;4;1;2;1;2015;9158;1391;3400;4367;25,5;103,5;8906;30845;8697;4842;3394,74;81,8;17021;0
292;4326402000;Powiat choszczeñski;263;3202;829293;0;Podregion 64 - stargardzki;64;Podregion 64 - szczecinecko-pyrzycki;64;Zachodniopomorskie;32;County;74,85343749;6;0;2;4;2015;15248;2658;4677;7913;22,2;236,2;13993;49510;15075;7967;3574,91;86,1;12083;1207
293;4326604000;Powiat goleniowski;270;3204;829294;0;Podregion 66 - szczeciñski;66;Podregion 66 - szczeciñski;66;Zachodniopomorskie;32;County;28,84999999;6;0;3;3;2015;13609;3078;3485;7046;15,8;244,4;15313;53646;14502;8553;3534,88;85,2;5057;448
294;4326303000;Powiat drawski;255;3203;829295;0;Podregion 63 - koszaliñski;63;Podregion 64 - szczecinecko-pyrzycki;64;Zachodniopomorskie;32;County;95,8348484;6;0;2;4;2015;17309;1887;3866;11556;8,9;225,4;13543;49910;16063;12667;3391,16;81,7;6423;1349
295;4326405000;Powiat gryficki;264;3205;829296;0;Podregion 64 - stargardzki;64;Podregion 66 - szczeciñski;66;Zachodniopomorskie;32;County;70,53204996;6;0;3;3;2015;8957;2420;2669;3868;21,7;46,7;8465;30593;8936;4456;3162,58;76,2;4233;1470
296;4326607000;Powiat kamieñski;272;3207;829297;0;Podregion 66 - szczeciñski;66;Podregion 66 - szczeciñski;66;Zachodniopomorskie;32;County;53,97670371;6;0;1;5;2015;16207;1524;8341;6342;9,1;343,0;15452;49997;10798;10698;4309,12;103,8;13725;2047
297;4326606000;Powiat gryfiñski;271;3206;829298;0;Podregion 66 - szczeciñski;66;Podregion 66 - szczeciñski;66;Zachodniopomorskie;32;County;47,25937879;9;0;3;6;2015;8007;1581;1532;4894;19,6;106,9;7746;30570;9178;7070;3201,23;77,1;2523;4
298;4326308000;Powiat ko³obrzeski;256;3208;829299;0;Podregion 63 - koszaliñski;63;Podregion 63 - koszaliñski;63;Zachodniopomorskie;32;County;96,65186363;7;1;6;0;2015;10963;3506;2737;4720;21,1;121,1;12189;43148;10507;7275;3430,31;82,6;1382;712
299;4326361000;Powiat Koszalin;262;3261;829311;0;Podregion 63 - koszaliñski;63;Podregion 63 - koszaliñski;63;Zachodniopomorskie;32;City;135,5630819;1;1;0;0;2015;7426;2211;2029;3186;20,4;23,5;7269;25534;7408;3715;3189,06;76,8;2422;0
300;4326562000;Powiat Szczecin;269;3262;829312;1;Podregion 65 - m. Szczecin;65;Podregion 65 - m. Szczecin;65;Zachodniopomorskie;32;City;0;1;1;0;0;2015;10381;2472;2062;5847;21,3;87,4;11246;39358;10767;7708;3184,98;76,7;12830;2522
301;5020204000;Powiat górowski;285;204;829320;0;Podregion 02 - legnicko-g³ogowski;2;Podregion 02 - legnicko-g³ogowski;2;Dolnoœl¹skie;2;County;75,27222711;4;0;2;2;2015;7075;3658;1118;2299;22,2;31,0;6861;22578;6501;2831;3242,71;78,1;2145;0
302;6224015000;Powiat wejherowski;344;2215;829230;0;Podregion 40 - gdañski;40;Podregion 40 - gdañski;40;Pomorskie;22;County;44,81689461;10;3;7;0;2015;35036;4588;10649;19799;11,9;359,7;47051;131459;30897;22446;3441,57;82,9;40745;2000
303;6224216000;Powiat sztumski;356;2216;829231;0;Podregion 42 - starogardzki;42;Podregion 42 - starogardzki;42;Pomorskie;22;County;67,16611212;5;0;3;2;2015;12078;79;1796;10203;3,4;88,0;4510;21904;10817;8806;4836,93;116,5;48594;0
304;6224361000;Powiat Gdañsk;357;2261;829232;1;Podregion 43 - trójmiejski;43;Podregion 43 - trójmiejski;43;Pomorskie;22;City;0;1;1;0;0;2015;25136;5626;8646;10864;14,4;285,4;20430;60163;16034;8599;3133,05;75,5;6618;9223
305;6224362000;Powiat Gdynia;358;2262;829233;0;Podregion 43 - trójmiejski;43;Podregion 43 - trójmiejski;43;Pomorskie;22;City;20,48038143;1;1;0;0;2015;12656;3299;3591;5766;18,8;209,5;10958;36374;9555;5128;3384,44;81,5;2959;592
306;6224207000;Powiat kwidzyñski;352;2207;829234;0;Podregion 42 - starogardzki;42;Podregion 42 - starogardzki;42;Pomorskie;22;County;78,86903554;6;1;4;1;2015;29747;2669;14367;12711;9,1;422,8;23280;72505;19825;10423;3821,28;92,1;14360;2742
307;2245075000;Powiat Sosnowiec;120;2475;829235;0;Podregion 50 - sosnowiecki;50;Podregion 50 - sosnowiecki;50;Œl¹skie;24;City;14,99811461;1;1;0;0;2015;46503;397;14497;31609;11,4;765,4;29383;128479;49519;23249;3706,45;89,3;164593;0
308;2244606000;Powiat k³obucki;98;2406;829236;0;Podregion 46 - czêstochowski;46;Podregion 46 - czêstochowski;;Œl¹skie;24;County;78,26359228;9;0;7;2;2015;22072;9125;6922;6025;11,5;97,1;14827;53762;16667;7158;2978,56;71,8;2600;530
309;2244705000;Powiat gliwicki;101;2405;829237;0;Podregion 47 - gliwicki;47;Podregion 47 - gliwicki;;Œl¹skie;24;County;38,87407736;8;2;4;2;2015;25330;4831;10128;10371;8,5;418,0;20233;73109;21837;9348;3420,49;82,4;38492;1777
310;2244507000;Powiat lubliniecki;93;2407;829238;0;Podregion 45 - bytomski;45;Podregion 45 - bytomski;;Œl¹skie;24;County;52,15273955;8;1;6;1;2015;18034;3844;5987;8203;9,8;181,3;13695;49126;14130;6293;3411,51;82,2;10095;71
311;2245108000;Powiat miko³owski;121;2408;829239;0;Podregion 51 - tyski;51;Podregion 51 - tyski;51;Œl¹skie;24;County;15,08901196;5;3;2;0;2015;28280;1364;14413;12503;5,9;678,5;18076;60869;17512;9370;3657,03;88,1;18249;106
312;2244609000;Powiat myszkowski;99;2409;829240;0;Podregion 46 - czêstochowski;46;Podregion 46 - czêstochowski;;Œl¹skie;24;County;47,43432969;5;1;2;2;2015;14249;3984;4788;5477;13,8;149,2;12002;44642;15140;7280;3331,77;80,3;7130;111
313;2245110000;Powiat pszczyñski;122;2410;829241;0;Podregion 51 - tyski;51;Podregion 51 - tyski;51;Œl¹skie;24;County;25,67086661;6;0;5;1;2015;34869;5030;17189;12650;4,9;424,6;22456;70954;16442;11205;3372,27;81,2;2451;4888
314;2244911000;Powiat raciborski;110;2411;829242;0;Podregion 49 - rybnicki;49;Podregion 49 - rybnicki;49;Œl¹skie;24;County;56,29647312;8;1;5;2;2015;27422;4383;9722;13317;6,7;264,0;17368;70845;20948;8550;3735,23;90,0;12409;288
315;2244912000;Powiat rybnicki;111;2412;829243;0;Podregion 49 - rybnicki;49;Podregion 49 - rybnicki;49;Œl¹skie;24;County;25,598755;5;0;4;1;2015;11217;2651;3897;4669;10,1;159,5;14794;49303;13334;5376;3624,92;87,3;20012;230
316;2244513000;Powiat tarnogórski;94;2413;829244;0;Podregion 45 - bytomski;45;Podregion 45 - bytomski;;Œl¹skie;24;County;32,01126689;9;4;5;0;2015;33400;2186;11042;20172;9,3;324,0;23217;87012;28608;15251;3569,46;86,0;32094;2593
317;2245114000;Powiat bieruñsko-lêdziñski;123;2414;829245;0;Podregion 51 - tyski;51;Podregion 51 - tyski;51;Œl¹skie;24;County;18,65820527;5;3;2;0;2015;19171;946;12762;5463;4,0;219,6;11319;38155;9499;4591;3657,77;88,1;15583;77
318;2244915000;Powiat wodzis³awski;112;2415;829246;0;Podregion 49 - rybnicki;49;Podregion 49 - rybnicki;49;Œl¹skie;24;County;47,97188411;9;4;5;0;2015;32974;3141;14463;15370;9,7;400,7;28272;98661;30898;11226;3211,61;77,4;21625;114
319;2245016000;Powiat zawierciañski;117;2416;829247;0;Podregion 50 - sosnowiecki;50;Podregion 50 - sosnowiecki;50;Œl¹skie;24;County;54,71473539;10;2;4;4;2015;27010;8045;8287;10678;13,6;247,2;19125;74023;27122;10992;3681,04;88,7;19087;0
320;2244417000;Powiat ¿ywiecki;91;2417;829248;0;Podregion 44 - bielski;44;Podregion 44 - bielski;;Œl¹skie;24;County;67,94007542;15;1;14;0;2015;35493;8248;13748;13497;10,4;339,5;28763;95850;28434;13813;4059,16;97,8;5125;510
321;2244967000;Powiat Jastrzêbie-Zdrój;113;2467;829249;0;Podregion 49 - rybnicki;49;Podregion 49 - rybnicki;49;Œl¹skie;24;City;37,84285832;1;1;0;0;2015;29909;1738;17332;10839;8,3;459,0;15709;55155;19419;5934;6182,71;148,9;50611;0
322;2244863000;Powiat Chorzów;104;2463;829250;0;Podregion 48 - katowicki;48;Podregion 48 - katowicki;;Œl¹skie;24;City;11,52433842;1;1;0;0;2015;27878;167;8401;19310;8,9;490,0;18543;66975;24239;11347;3754,13;90,4;85080;0
323;2244461000;Powiat Bielsko-Bia³a;92;2461;829251;0;Podregion 44 - bielski;44;Podregion 44 - bielski;;Œl¹skie;24;City;44,11116029;1;1;0;0;2015;75957;726;32258;42973;4,3;1229,4;29178;104028;39385;25902;4071,65;98,1;69414;0
324;2244562000;Powiat Bytom;95;2462;829252;0;Podregion 45 - bytomski;45;Podregion 45 - bytomski;;Œl¹skie;24;City;14;1;1;0;0;2015;29051;331;8894;19826;18,5;216,9;27027;106548;37186;16578;4050,32;97,6;96413;0
325;2245065000;Powiat D¹browa Górnicza;118;2465;829253;0;Podregion 50 - sosnowiecki;50;Podregion 50 - sosnowiecki;50;Œl¹skie;24;City;24,1536628;1;1;0;0;2015;40235;496;21389;18350;9,1;790,3;18846;77226;26640;12430;4613,23;111,1;26574;0
326;2244664000;Powiat Czêstochowa;100;2464;829254;0;Podregion 46 - czêstochowski;46;Podregion 46 - czêstochowski;;Œl¹skie;24;City;64,86700109;1;1;0;0;2015;73802;1872;27348;44582;8,5;667,7;34511;139722;53946;26744;3644,53;87,8;75770;0
327;2244766000;Powiat Gliwice;102;2466;829255;0;Podregion 47 - gliwicki;47;Podregion 47 - gliwicki;;Œl¹skie;24;City;28,63374639;1;1;0;0;2015;80909;655;32105;48149;5,5;2343,8;28894;114133;40365;24065;4726,43;113,9;92558;0
328;2244571000;Powiat Piekary Œl¹skie;96;2471;829256;0;Podregion 45 - bytomski;45;Podregion 45 - bytomski;;Œl¹skie;24;City;17,46925154;1;1;0;0;2015;11343;164;4185;6994;12,2;87,6;9178;35388;11808;4327;3958,91;95,4;42818;0
329;2244869000;Powiat Katowice;105;2469;829257;1;Podregion 48 - katowicki;48;Podregion 48 - katowicki;;Œl¹skie;24;City;0;1;1;0;0;2015;163729;598;34752;128379;3,8;1922,5;43062;185081;71767;46547;5262,02;126,8;94649;0
330;2245068000;Powiat Jaworzno;119;2468;829258;0;Podregion 50 - sosnowiecki;50;Podregion 50 - sosnowiecki;50;Œl¹skie;24;City;20,59178088;1;1;0;0;2015;21230;337;9781;11112;6,9;1227,1;14819;59410;18618;8337;5333,82;128,5;46352;0
331;2244870000;Powiat Mys³owice;106;2470;829259;0;Podregion 48 - katowicki;48;Podregion 48 - katowicki;;Œl¹skie;24;City;11,48939956;1;1;0;0;2015;19831;361;10543;8927;7,9;349,1;13020;47876;13955;7176;3787,80;91,3;22378;0
332;2244973000;Powiat Rybnik;114;2473;829260;0;Podregion 49 - rybnicki;49;Podregion 49 - rybnicki;49;Œl¹skie;24;City;35,90095621;1;1;0;0;2015;40327;656;17865;21806;6,9;1093,4;25002;88267;26326;13735;3762,40;90,6;43962;0
333;4326410000;Powiat myœliborski;265;3210;829301;0;Podregion 64 - stargardzki;64;Podregion 64 - szczecinecko-pyrzycki;64;Zachodniopomorskie;32;County;65,61317432;5;0;2;3;2015;9934;2094;2957;4883;14,8;173,9;9916;34435;9856;5756;3447,21;83,0;5455;120
334;4326611000;Powiat policki;273;3211;829302;0;Podregion 66 - szczeciñski;66;Podregion 66 - szczeciñski;66;Zachodniopomorskie;32;County;17,50077062;4;0;2;2;2015;22280;4081;7392;10807;14,4;239,9;21550;76600;22272;12294;3523,62;84,9;17135;751
335;5020126000;Powiat z³otoryjski;282;226;829314;0;Podregion 01 - jeleniogórski;1;Podregion 01 - jeleniogórski;1;Dolnoœl¹skie;2;County;78,25203178;6;2;3;1;2015;8670;2804;2212;3654;21,2;70,8;7600;28956;8042;4689;3826,13;92,2;14186;69
336;5020262000;Powiat Legnica;289;262;829315;0;Podregion 02 - legnicko-g³ogowski;2;Podregion 02 - legnicko-g³ogowski;2;Dolnoœl¹skie;2;City;64,60111149;1;1;0;0;2015;33684;338;11260;22086;7,1;446,8;16325;62999;21562;13714;3582,11;86,3;101191;0
337;5020106000;Powiat jeleniogórski;277;206;829321;0;Podregion 01 - jeleniogórski;1;Podregion 01 - jeleniogórski;1;Dolnoœl¹skie;2;County;89,95018548;9;4;5;0;2015;11220;1423;4195;5602;12,9;119,3;10297;41286;13016;11226;3413,66;82,2;4206;595
338;5020414000;Powiat oleœnicki;297;214;829331;0;Podregion 04 - wroc³awski;4;Podregion 04 - wroc³awski;4;Dolnoœl¹skie;2;County;43,66936126;8;1;3;4;2015;25110;5591;10147;9372;9,8;205,0;19675;67347;19464;10010;3456,50;83,3;17786;80
339;5020101000;Powiat boles³awiecki;275;201;829341;0;Podregion 01 - jeleniogórski;1;Podregion 01 - jeleniogórski;1;Dolnoœl¹skie;2;County;108,5315002;6;1;4;1;2015;22661;4391;9633;8637;7,6;281,8;16049;57119;17031;8338;3548,69;85,5;12698;90
340;5020308000;Powiat k³odzki;291;208;829324;0;Podregion 03 - wa³brzyski;3;Podregion 03 - wa³brzyski;3;Dolnoœl¹skie;2;County;73,56434115;14;5;3;6;2015;30174;5309;7408;17457;19,9;209,2;25132;101738;35595;17678;3410,23;82,2;44189;696
341;6040705000;Powiat golubsko-dobrzyñski;323;405;829345;0;Podregion 07 - grudzi¹dzki;7;Podregion 07 - grudzi¹dzki;7;Kujawsko-Pomorskie;4;County;66,02433143;6;1;4;1;2015;12612;4917;3572;4123;16,7;119,7;8923;28656;7763;3520;3492,49;84,1;3414;0
342;5020110000;Powiat lubañski;279;210;829326;0;Podregion 01 - jeleniogórski;1;Podregion 01 - jeleniogórski;1;Dolnoœl¹skie;2;County;118,3263385;7;2;3;2;2015;10983;2669;3043;5271;14,2;128,7;9226;35053;11254;5842;3313,97;79,8;7324;0
343;5020420000;Powiat trzebnicki;301;220;829336;0;Podregion 04 - wroc³awski;4;Podregion 04 - wroc³awski;4;Dolnoœl¹skie;2;County;38,49744187;6;0;2;4;2015;18378;5315;5710;7353;9,0;340,4;15768;53389;14542;8885;3323,99;80,1;9099;110
344;5020365000;Powiat Wa³brzych *;295;265;829337;0;Podregion 03 - wa³brzyski;3;Podregion 03 - wa³brzyski;3;Dolnoœl¹skie;2;City;82;7;4;2;1;2015;30661;304;12021;18336;10,4;379,3;16808;71364;27281;13995;4036,65;97,2;54105;0
345;6040706000;Powiat grudzi¹dzki;324;406;829346;0;Podregion 07 - grudzi¹dzki;7;Podregion 07 - grudzi¹dzki;7;Kujawsko-Pomorskie;4;County;60,87436097;6;0;4;2;2015;10179;4705;2847;2627;16,5;101,8;8440;25545;6361;2892;3403,47;82,0;1030;510
346;6040807000;Powiat inowroc³awski;331;407;829347;0;Podregion 08 - w³oc³awski;8;Podregion 67 - inowroc³awski;67;Kujawsko-Pomorskie;4;County;44,3952278;9;1;4;4;2015;21171;11841;3089;6241;23,3;313,9;15760;55299;15699;5992;3137,40;75,6;748;1009
347;5020422000;Powiat wo³owski;302;222;829338;0;Podregion 04 - wroc³awski;4;Podregion 04 - wroc³awski;4;Dolnoœl¹skie;2;County;47,63134668;3;0;1;2;2015;11119;2706;3549;4864;15,0;363,0;7889;30193;9112;3973;4001,80;96,4;16649;3460
348;6040801000;Powiat aleksandrowski;330;401;829342;0;Podregion 08 - w³oc³awski;8;Podregion 08 - w³oc³awski;8;Kujawsko-Pomorskie;4;County;61,06332714;9;3;6;0;2015;10188;5667;1070;3451;21,7;63,8;7125;26296;7952;3122;3095,39;74,6;369;124
349;5020423000;Powiat wroc³awski;303;223;829339;0;Podregion 04 - wroc³awski;4;Podregion 04 - wroc³awski;4;Dolnoœl¹skie;2;County;0;9;0;6;3;2015;48388;6281;19448;22659;3,4;1169,1;28086;86098;19961;17327;3706,59;89,3;10084;4602
350;5020324000;Powiat z¹bkowicki;294;224;829340;0;Podregion 03 - wa³brzyski;3;Podregion 03 - wa³brzyski;3;Dolnoœl¹skie;2;County;48,32004323;7;0;3;4;2015;14957;4533;4299;6125;14,9;79,5;10828;42255;13888;6811;3388,52;81,6;14228;0
351;6040702000;Powiat brodnicki;321;402;829343;0;Podregion 07 - grudzi¹dzki;7;Podregion 07 - grudzi¹dzki;7;Kujawsko-Pomorskie;4;County;93,62273775;10;1;7;2;2015;22519;6245;9396;6878;11,4;229,3;16026;49518;12887;5826;3165,06;76,3;7622;1120
352;6040603000;Powiat bydgoski;317;403;829344;0;Podregion 06 - bydgosko-toruñski;6;Podregion 06 - bydgosko-toruñski;6;Kujawsko-Pomorskie;4;County;3,938919706;8;0;6;2;2015;25691;4777;10154;10760;8,9;246,4;23280;72551;17161;12380;3548,05;85,5;2275;3940
353;5020415000;Powiat o³awski;298;215;829332;0;Podregion 04 - wroc³awski;4;Podregion 04 - wroc³awski;4;Dolnoœl¹skie;2;County;23,99461855;4;1;2;1;2015;27125;2662;15151;9312;7,8;465,1;13970;47646;14448;7516;3738,78;90,1;19208;200
354;5020216000;Powiat polkowicki;288;216;829333;0;Podregion 02 - legnicko-g³ogowski;2;Podregion 02 - legnicko-g³ogowski;2;Dolnoœl¹skie;2;County;89,95741953;6;0;3;3;2015;33464;2689;22411;8364;6,3;1365,9;12170;40425;10462;4656;4430,87;106,7;19546;9059
355;5020418000;Powiat œredzki-dolnoœl¹skie;300;218;829329;0;Podregion 04 - wroc³awski;4;Podregion 04 - wroc³awski;4;Dolnoœl¹skie;2;County;20,39017305;5;0;4;1;2015;13367;2893;6430;4044;8,2;322,3;9776;34236;8825;5316;3826,72;92,2;2348;178
356;5020413000;Powiat milicki;296;213;829330;0;Podregion 04 - wroc³awski;4;Podregion 04 - wroc³awski;4;Dolnoœl¹skie;2;County;58,56988173;3;0;2;1;2015;8440;2382;2543;3515;12,0;123,3;7420;22971;6822;3566;3221,15;77,6;5473;85
357;5020417000;Powiat strzeliñski;299;217;829334;0;Podregion 04 - wroc³awski;4;Podregion 04 - wroc³awski;4;Dolnoœl¹skie;2;County;27,85078113;5;0;3;2;2015;9971;3256;2549;4166;13,3;113,5;7713;28024;8428;3833;3595,32;86,6;2071;146
358;5020319000;Powiat œwidnicki-dolnoœl¹skie;292;219;829335;0;Podregion 03 - wa³brzyski;3;Podregion 03 - wa³brzyski;3;Dolnoœl¹skie;2;County;38,89138835;8;2;3;3;2015;40028;4595;19877;15556;9,9;625,7;26420;100381;32832;18372;3736,97;90,0;28472;1078
359;5020209000;Powiat legnicki;286;209;829325;0;Podregion 02 - legnicko-g³ogowski;2;Podregion 02 - legnicko-g³ogowski;2;Dolnoœl¹skie;2;City;70;6;1;5;0;2015;11733;3403;4275;4055;14,8;148,1;9854;35275;9922;4917;3403,32;82,0;4049;0
360;5020211000;Powiat lubiñski;287;211;829327;0;Podregion 02 - legnicko-g³ogowski;2;Podregion 02 - legnicko-g³ogowski;2;Dolnoœl¹skie;2;County;67,37141754;4;1;2;1;2015;27214;2575;9464;15175;7,0;482,9;18278;66158;21883;10070;6955,85;167,6;59276;30
361;5020112000;Powiat lwówecki;280;212;829328;0;Podregion 01 - jeleniogórski;1;Podregion 01 - jeleniogórski;1;Dolnoœl¹skie;2;County;100,5720433;5;0;0;5;2015;8816;2825;2587;3404;19,4;36,2;7748;29912;9017;4152;3323,95;80,1;4973;0
362;6040808000;Powiat lipnowski;332;408;829348;0;Podregion 08 - w³oc³awski;8;Podregion 08 - w³oc³awski;8;Kujawsko-Pomorskie;4;County;88,25777718;9;1;6;2;2015;31853;556;14280;17017;16,9;384,6;18237;69646;25158;11678;3631,31;87,5;22374;0
363;6040717000;Powiat w¹brzeski;328;417;829357;0;Podregion 07 - grudzi¹dzki;7;Podregion 07 - grudzi¹dzki;7;Kujawsko-Pomorskie;4;County;61,9106357;5;1;4;0;2015;12892;4522;2361;6009;18,9;119,2;9843;34665;11065;4796;3099,06;74,7;4686;0
364;6040713000;Powiat sêpoleñski;325;413;829353;0;Podregion 07 - grudzi¹dzki;7;Podregion 68 - œwiecki;68;Kujawsko-Pomorskie;4;County;44,88808046;4;0;1;3;2015;11845;4750;3335;3760;15,7;107,0;8670;27669;8045;3372;3134,03;75,5;1617;281
365;6040818000;Powiat w³oc³awski;337;418;829358;0;Podregion 08 - w³oc³awski;8;Podregion 08 - w³oc³awski;8;Kujawsko-Pomorskie;4;County;97,06788737;13;1;7;5;2015;9227;3150;2795;3282;19,3;48,1;8303;25992;7206;3084;3232,37;77,9;6115;393
366;6040714000;Powiat œwiecki;326;414;829354;0;Podregion 07 - grudzi¹dzki;7;Podregion 68 - œwiecki;68;Kujawsko-Pomorskie;4;County;45,89819321;11;0;9;2;2015;9321;3801;2641;2879;17,9;71,6;6604;21991;6249;2469;3336,63;80,4;2672;0
367;6040615000;Powiat toruñski;318;415;829355;0;Podregion 06 - bydgosko-toruñski;6;Podregion 06 - bydgosko-toruñski;6;Kujawsko-Pomorskie;4;County;42,56454117;9;1;8;0;2015;21526;6998;6980;7548;15,9;181,5;22381;66162;14854;9548;3107,90;74,9;5553;2633
368;6040819000;Powiat ¿niñski;338;419;829359;0;Podregion 08 - w³oc³awski;8;Podregion 67 - inowroc³awski;67;Kujawsko-Pomorskie;4;County;41,50960401;6;0;2;4;2015;24521;5340;9659;9522;12,3;1058,9;19272;63243;17249;7559;3516,40;84,7;5509;480
369;6040661000;Powiat Bydgoszcz;319;461;829360;1;Podregion 06 - bydgosko-toruñski;6;Podregion 06 - bydgosko-toruñski;6;Kujawsko-Pomorskie;4;City;0;1;1;0;0;2015;121440;825;37535;83080;5,4;1826,0;55757;217487;82401;42864;3850,09;92,8;140733;0
370;6040809000;Powiat mogileñski;333;409;829349;0;Podregion 08 - w³oc³awski;8;Podregion 67 - inowroc³awski;67;Kujawsko-Pomorskie;4;County;58,40530102;4;0;2;2;2015;39116;7683;14165;17268;18,2;764,1;27565;103708;31272;13377;3257,22;78,5;57288;303
371;6040762000;Powiat Grudzi¹dz;329;462;829361;0;Podregion 07 - grudzi¹dzki;7;Podregion 07 - grudzi¹dzki;7;Kujawsko-Pomorskie;4;City;70,99907301;1;1;0;0;2015;16699;7112;3472;6115;20,3;60,1;13420;42405;10998;4862;2859,77;68,9;1210;36
372;6040663000;Powiat Toruñ;320;463;829362;0;Podregion 06 - bydgosko-toruñski;6;Podregion 06 - bydgosko-toruñski;6;Kujawsko-Pomorskie;4;City;41,1135769;1;1;0;0;2015;64026;497;17489;46040;6,9;933,5;33384;126388;42917;25937;3991,61;96,2;104277;0
373;6040864000;Powiat W³oc³awek;339;464;829363;0;Podregion 08 - w³oc³awski;8;Podregion 08 - w³oc³awski;8;Kujawsko-Pomorskie;4;City;87,82652871;1;1;0;0;2015;12290;4596;3652;4042;16,8;53,1;9895;30432;8054;3416;3067,37;73,9;2140;942
374;6040811000;Powiat radziejowski;335;411;829350;0;Podregion 08 - w³oc³awski;8;Podregion 08 - w³oc³awski;8;Kujawsko-Pomorskie;4;County;74,21542335;7;1;5;1;2015;17704;5143;3944;8617;17,5;92,2;17296;55154;14391;6265;3182,69;76,7;13411;1606
375;6040810000;Powiat nakielski;334;410;829351;0;Podregion 08 - w³oc³awski;8;Podregion 67 - inowroc³awski;67;Kujawsko-Pomorskie;4;County;31,87068145;5;0;1;4;2015;11553;3907;2891;4755;15,8;154,5;8482;29341;8431;3317;3317,85;79,9;2741;75
376;6040812000;Powiat rypiñski;336;412;829352;0;Podregion 08 - w³oc³awski;8;Podregion 07 - grudzi¹dzki;7;Kujawsko-Pomorskie;4;County;92,26187064;6;1;5;0;2015;16083;5708;3341;7034;17,0;57,7;13349;44402;12855;5398;3042,27;73,3;9289;2748
377;6040716000;Powiat tucholski;327;416;829356;0;Podregion 07 - grudzi¹dzki;7;Podregion 68 - œwiecki;68;Kujawsko-Pomorskie;4;County;47,28540832;6;0;5;1;2015;22582;517;8240;13825;14,2;220,4;16672;59278;20369;8142;3212,29;77,4;25627;0
378;6040704000;Powiat che³miñski;322;404;829364;0;Podregion 07 - grudzi¹dzki;7;Podregion 07 - grudzi¹dzki;7;Kujawsko-Pomorskie;4;County;52;7;1;6;0;2015;11893;3715;3999;4179;17,5;145,7;10141;33263;8957;3654;3299,94;79,5;3062;210
379;5020321000;Powiat wa³brzyski;293;221;1296647;0;Podregion 03 - wa³brzyski;3;Podregion 03 - wa³brzyski;3;Dolnoœl¹skie;2;County;56,08907144;9;4;3;2;2015;7136;1286;1771;4079;22,4;66,9;9090;35967;11966;6267;3293,54;79,3;16884;566
380;4081409000;Powiat zielonogórski;214;809;829068;0;Podregion 14 - zielonogórski;14;Podregion 14 - zielonogórski;14;Lubuskie;8;County;3,044848239;10;0;5;5;2015;17680;3964;6271;7445;11,1;236,6;13825;48456;12938;6784;3699,79;89,1;12634;1588
